10.5	454	81620.97113	61550.23828	4.25	4	0.357727081	2.461193763
11	417	74857.08999	58945.65625	4.07	4	0.35954982	2.485029964
11	401	59674.7748	48124.80859	4.125	3.746	0.452723116	3.057883971
10.5	337	62920.78139	43560.53906	4.06	3.25	0.391599447	2.558911564
10.36	357.3599854	64912.95123	45641.91797	4.031	3.502	0.386986732	2.583478686
11.5	407	64800.76436	51429.17578	4.155	3.75	0.437967926	2.923823242
10.6	496	95473.00275	80129.13281	4.375	4.25	0.34243238	2.420511859
11.48	466	95267.55862	75609.17188	4.36	3.9	0.463130653	2.327948571
10.4	407	66984.57119	49414.85156	4.155	3.75	0.396915764	2.805632206
10.5	572	97460.67927	73833.85156	4.5	4.5	0.424003333	3.063705238
10.46	418	71739.41778	49665.75	4.188	3.786	0.405623406	2.765238623
11.5	435	60946.25826	46171.41016	4.185	4.065	0.517061174	3.573670288
10.2	400	98112.67185	75219.71875	4.03	4.05	0.303527772	1.849907603
11.5	436	76987.12801	60146.19531	4.165	4	0.420940727	2.810151628
11.3	403	60829.4117	47522.98047	4.002	4	0.45439595	3.126284081
9	302	84292.05518	65560.48438	4.004	3.0028	0.225232497	1.337342752
10	555	87384.40118	73824.75	4.56	4.25	0.381236851	2.754689049
10.4	401	61006.14661	49914.12109	4.125	3.75	0.399949133	2.670014176
9	302	71183.41131	51293.92578	4.004	3.0028	0.331122309	1.966075171
11.4	452	69399.26597	55967.14453	4.375	3.75	0.432160646	3.054763597
11.5	417	65544.78138	49655.13672	4.072	4	0.426069528	3.011708022
11.3	436	77556.09775	53963.86328	4.065	4.185	0.376779974	2.604116233
10.5	401	65397.54282	45982.64453	4	3.98	0.41862613	2.880184574
11.36	405	71475.81697	54981.39063	4.06	3.9	0.403460801	2.699795208
11.3	387	66378.59706	47413.28906	4.125	3.622	0.43886897	3.033244568
11.5	540	78460.28998	58552.45703	4.5	4.25	0.479775131	3.46669346
10.48	345	62553.28746	45401.57813	4.07	3.31	0.37878859	2.498998851
10.49	463.7000122	78525.48393	56089.62891	4.35	3.9	0.403852284	2.867350973
10.49	464	78525.48393	56089.62891	4.35	3.9	0.403852284	2.867350973
9	302	67591.03421	52441.32031	4.004	3.0028	0.310524732	1.843774789
10.48	429	69638.19222	49741.56641	4.25	3.78	0.421930969	2.91617751
10.45	407	72997.68386	52141.20313	4.1555	3.75	0.398975313	2.632177614
11.05	369	70489.92629	50026.625	4.026	3.622	0.364768595	2.435152966
10.5	437	72482.32092	50964.13281	4.396	3.594	0.409158766	2.892172892
11.47	427	58652.24501	44433.51953	4.125	4	0.523285449	3.616689386
11.4	417	75690.40803	52771.56641	4.069	4	0.385124207	2.619440813
11.48	466	67745.81947	53766.53125	4.36	3.9	0.463130653	3.273677678
10.4	402	62260.60424	44247.25391	4.126	3.75	0.43050316	2.961899585
11.4	383	73320.59724	51016.77734	4.031	3.75	0.379259944	2.478278928
9	350	90236.82001	76471.88281	4	3.48	0.269798875	1.71214829
11.48	432	59522.15234	45786.26953	4.0215	4.25	0.502784729	3.474998584
11.5	407	71140.19526	52631.76563	4.155	3.75	0.387328178	2.616178819
11.5	540	76666.76392	57214	4.5	4.25	0.497620076	3.595635022
11.4	409	74458.71717	57127.80078	4.03	4	0.37733689	2.566475002
10.46	361	67972.06217	47792.85156	4.06	3.48	0.395162165	2.544949038
11.4	281	67491.07116	51129.60547	3.552	3.543	0.352437884	2.103710905
11.4	317	67253.49808	46701.20313	3.856	3.385	0.355972856	2.247826637
11.4	383	72668.64752	50309.06641	4.03	3.75	0.382347763	2.498456318
10.5	429	78285.40828	54197.58984	4.25	3.78	0.388730019	2.686709021
10.44	323	65893.09719	45618.29688	3.936	3.315	0.374299824	2.375313108
11.46	426	71161.85373	52655.53516	4.066	4.1	0.385436177	2.663943618
11.45	408	93248.08924	65012.82813	4.157	3.75	0.385662735	2.120291624
11.46	432	66351.109	48787.58594	4.375	3.59	0.474413902	3.427955024
11.4	534	73861.84011	52758.45703	4.444	4.3	0.49265638	3.791927877
11.3	511	75373.53685	57979.64063	4.25	4.5	0.47123605	3.479014526
11.5	407	70969.08241	51509.81641	4.15	3.75	0.387328178	2.616178819
10.5	433	69025.48424	47786.87109	4.351	3.64	0.426894635	2.950483908
10.5	289	79286.35685	71084.32031	4	2.87	0.273180932	1.527637311
10.5	454	82792.09116	62740.89453	4.25	4	0.381236851	2.622943051
11.3	483	87682.03105	60702.9375	4.251	4.25	0.389751047	2.754987808
10.47	408.6000061	57874.13473	42694.03516	4.032	4	0.471054703	3.181703288
11.4	534	70696.33268	52758.45703	4.444	4.3	0.49265638	3.791927877
11.45	409	54858.09448	42857.88281	3.719	4.7	0.513564467	3.549502788
10.41	412	77203.95242	51216.54688	4.185	3.74	0.400690764	2.832316113
11.35	435	56121.92352	43845.25391	4.115	4.004	0.519609034	3.583117834
11.4	384	53262.15031	41611.05469	4.032	3.75	0.486913532	3.395898425
11.4	401	65877.6352	48439.4375	4.125	3.75	0.464898884	3.103611204
11.2	378	57939.40625	42602.50391	4	3.75	0.469779491	3.2321242
11.49	433	76030.58686	54484.98828	4.35	3.64	0.391960174	2.739818726
11	302	84228.43874	69771.32031	4	3	0.290977061	1.846545421
10.5	302	71535.47417	57859.57422	4	3	0.295276552	2.068634185
11.5	378	67245.26364	46554.41406	4.003	3.75	0.386986732	2.674660287
7.98	454	78203.41959	65169.50781	4.25	4	0.279490292	1.975600459
11.4	327	59214.76351	41201.87891	4.03	3.2	0.379819423	2.583360073
11.3	384	67754.88992	49097.74219	4.1	3.625	0.433471948	2.948280302
11.4	281	69536.25513	51129.60547	3.552	3.543	0.352437884	2.103710905
10.5	496	92671.09761	71899.98438	4.31	4.25	0.327353239	2.313923695
11.4	281	68728.9648	50536.00391	3.552	3.543	0.346093357	2.065840259
11.3	404	65823.81812	47017.01172	4	4.012	0.467607588	3.231871636
11.49	400	61485.52819	47296.5625	4	3.97	0.459041953	3.158248992
10.9	395	73122.66551	54569.15234	4.071	3.792	0.419322759	2.740069902
11.1	383	71208.1416	52689.77734	4.03	3.75	0.378703862	2.438953208
10.2	357	84891.09238	70198.39844	4.04	4.05	0.292560101	1.856591419
11.36	405	99817.78375	69104.61719	4.06	3.9	0.374135226	1.939377788
11.35	403	52247.1525	41465.99219	4.126	3.764	0.513695955	3.534273332
10.4	434	76910.50648	56737.26172	4.03	4.25	0.387516767	2.556581638
11.4	342	53979.66212	39115.69141	4	3.4	0.487687111	3.294045626
9.8	404	76769.3679	56957.91797	4.01	4	0.34703064	2.360345586
10.4	316	58202.0199	43651.51953	3.855	3.384	0.372584105	2.364425121
10.5	385	54407.68288	38862.63281	4.002	3.825	0.489782333	3.385132477
11	327	83076.05961	69457.03125	4	3.25	0.290977061	1.846545421
8.77	455	96083.07847	72920.19531	4.31	3.9	0.290744603	1.940977354
10.4	316	57231.98623	43651.51953	3.855	3.384	0.372584105	2.364425121
10.9	532	79007.40649	63445.34375	4.44	4.3	0.495850503	3.504960673
11	350	85648.50712	74177.72656	4	3.48	0.269798875	1.71214829
11.5	572	78031.71112	60962.28516	4.6	4.3	0.511947155	3.618741198
10.4	331	63019.61525	44995.66406	4.02	3.25	0.361012757	2.381725552
11.3	496	87045.18614	60262.04688	4.31	4.25	0.389405906	2.752548152
10.5	433	71403.29109	54690.78906	4.325	3.68	0.383826733	2.640761663
11.4	407	61240.37088	48603.47266	4.156	3.75	0.448283851	3.16873182
8.81	455	92651.53995	72920.19531	4.31	3.9	0.290744603	1.940977354
8.81	455	96688.8925	80574.07813	4.31	3.9	0.255787641	1.707608718
10.4	403	68233.50966	47238.57031	4.125	3.763	0.414778292	2.853711114
10.48	407	64734.67109	46659.41016	4.156	3.75	0.438599497	2.928039536
11.3	483	87682.03105	60886.89063	4.251	4.25	0.389751047	2.754987808
11	535	81981.28197	65281.39844	4.35	4.5	0.373020768	2.636728436
10.5	493	86320.18386	60061.9375	4.3	4.25	0.392620295	2.775269329
11.4	477	73788.10433	54433.85547	4.44	3.85	0.381867945	2.939200152
9.43	461	83182.73424	67163.64844	4.25	4	0.292957187	1.992562395
10.49	457	77606.37344	56327.20313	4.16	4.21	0.40141207	2.812193257
10.2	418	64118.21308	48817.27344	4	4.1	0.422816813	2.855884116
11.2	455	76265.90344	56304.81641	4.125	4.25	0.387470603	2.7388683
10.41	408	83202.04026	61378.55859	4.157	3.75	0.40873149	2.182915341
10.49	457	76354.65774	56327.20313	4.16	4.21	0.40141207	2.812193257
12.53	460	86754.9702	71362.96094	4.28	4	0.361967266	2.490366608
10.44	461	88460.40306	71259.77344	4.155	4.25	0.31945917	2.079481126
10.3	417	72413.73811	53419.96875	4.07	4	0.402153641	2.627878082
10.3	305	70448.77872	51279.04297	3.736	3.48	0.313365191	1.968931565
11.3	371	64857.56265	49489.14844	4.06	3.58	0.390035659	2.548692975
10.5	403	62182.35018	45872.22656	4.28	3.5	0.407070577	2.877412353
11	454	81607.77724	55467.78516	4.185	4.125	0.374611616	2.589129623
10.4	408	59772.10324	46983.875	4.157	3.75	0.40873149	2.889152657
11.5	407	63947.9062	48445.38281	4.155	3.75	0.471527845	3.170085603
10.5	403	57621.66892	46817.60938	4.133	3.75	0.438467741	2.865173031
11.4	471	62688.06462	48221.58984	4.472	3.74	0.506329238	3.658564496
11.5	572	74578.62192	56498.95313	4.562	4.375	0.528433204	3.901286396
10.5	545	66631.97537	49296.44922	4.39	4.5	0.487146437	3.749518387
11.34	369	52764.89859	39973.40625	4.03	3.622	0.493260562	3.40917227
11.5	433	76637.31434	55534.29688	4.35	3.64	0.427648991	2.955697645
11.5	514	83894.41907	59924.58594	4.44	4.15	0.475152254	3.358653369
10.3	557	81283.28753	68247.28125	4.44	4.5	0.383826733	2.640761663
10.5	467	85060.09253	69749.27344	4.185	4.25	0.30289942	2.007847712
11.4	358	40231.01138	29581.625	3.3	4.125	0.508431554	3.482080939
10.5	361	75252.47371	56874.17578	4.185	3.2	0.347052753	2.267820629
10.5	308	61574.06045	42628.19531	4.04	3	0.357890993	2.361130203
11	351	76234.21284	63111.92969	4	3.5	0.295276552	2.031528639
10.42	363	60912.24106	44708.31641	4.063	3.5	0.398941457	2.631954258
11.4	471	67447.37454	55284.73828	4.375	3.915	0.470693499	3.327136286
11.5	573	66317.13509	52632.64453	4.562	4.375	0.565411747	4.174289464
10.4	412	67277.72997	49982.03906	4.185	3.74	0.400690764	2.832316113
11.1	457	63783.42194	51438.24219	4.155	4.21	0.493836462	3.459695596
10.2	461	94251.49825	73922.74219	4.155	4.25	0.275254369	1.790005803
11.5	331	61381.78112	42495.08203	4.022	3.25	0.376217902	2.511587217
10.9	409	63127.72866	47110.24219	4.29	3.535	0.453131735	3.202999494
10.5	545	66631.97537	49296.44922	4.39	4.5	0.487146437	3.749518387
11.4	471	66341.67987	55284.73828	4.375	3.915	0.470693499	3.327136286
10.5	505	82324.22906	63872.25781	4.32	4.304	0.385546684	2.72526892
12.4	460	78196.0195	62704.35547	4.36	3.85	0.325537682	2.249954936
11.4	492	77504.77779	61511.73047	4.265	4.3	0.430769533	3.0449304
10.5	417	67665.29627	53419.96875	4.07	4	0.402153641	2.627878082
11.35	363	57776.18084	47032.67578	4.063	3.5	0.379935592	2.506566019
10.1	375	77059.52411	62144.78125	3.859	4	0.361081451	2.291429085
10.5	352	45456.45842	32992.58984	4	3.5	0.461839139	3.627276119
12.32	460	85383.53466	64993.44531	4.28	4	0.403821528	2.854446178
11.4	427	75643.77516	54031.25781	4.25	3.75	0.435923427	3.081361133
